10.135544000,12.316840000,13.405992000,13.530713000,13.466572000,13.960587000,15.091204000,16.455723000,17.746092000,18.959167000,20.074797000,20.835424000,21.069920000,20.883924000,20.454660000,19.868700000,19.166906000,18.334715000,17.348755000,16.215794000,14.957311000,13.599339000,12.144757000,10.592008000,9.017675000,7.503976000,6.094557000,4.812078000,3.680653000,2.713179000,1.976208000,1.562484000,1.435965000,1.490187000,1.621946000,1.807708000,2.116756000,2.544796000,2.985265000,3.321281000,3.516537000,3.607936000,3.647538000,3.691156000,3.764878000,3.901139000,4.151650000,4.588269000,5.257045000,6.145522000,7.201118000,8.351430000,9.575131000,10.940516000,12.562534000,14.522178000,16.847828000,19.546791000,22.587070000,25.925507000,29.544930000,33.378410000,37.276684000,41.029751000,44.401230000,47.344517000,50.118496000,52.888050000,55.479847000,57.574028000,58.970909000,59.733986000,60.063114000,60.111038000,59.896500000,59.367817000,58.521996000,57.413006000,56.096416000,54.560585000,52.792294000,50.750523000,48.337440000,45.500889000,42.308872000,38.876331000,35.267761000,31.478291000,27.495605000,23.330133000,19.084911000,14.949895000,11.110142000,7.724097000,4.996505000,3.216335000,2.626468000,3.292778000,5.062273000,7.568933000,10.224508000
10.224508000,12.244037000,13.110246000,12.932103000,12.561978000,12.849006000,13.990913000,15.587043000,17.202393000,18.661432000,19.856340000,20.640224000,20.987890000,21.044638000,20.971859000,20.809837000,20.556084000,20.193724000,19.664385000,18.931528000,18.018385000,16.954853000,15.752440000,14.424021000,13.004003000,11.532726000,10.029390000,8.530358000,7.110232000,5.844028000,4.759741000,3.861009000,3.165362000,2.637914000,2.269888000,2.092439000,2.096803000,2.234694000,2.433559000,2.671473000,2.964786000,3.285304000,3.560204000,3.765478000,3.970942000,4.242650000,4.595822000,5.043936000,5.605475000,6.311097000,7.173870000,8.195089000,9.405394000,10.851529000,12.599919000,14.698921000,17.161545000,20.024429000,23.314209000,26.979189000,30.878271000,34.858055000,38.788769000,42.408833000,45.421024000,47.870033000,50.128830000,52.476624000,54.812023000,56.785435000,58.149006000,58.898308000,59.166988000,59.079861000,58.680080000,57.978363000,57.020691000,55.861614000,54.508968000,52.906647000,51.011597000,48.817249000,46.304062000,43.485821000,40.389027000,37.045902000,33.492020000,29.747610000,25.828995000,21.754780000,17.598845000,13.501553000,9.643126000,6.259658000,3.645077000,2.088022000,1.773314000,2.663468000,4.521802000,6.979057000,9.537748000
9.537748000,11.594603000,12.644427000,12.752386000,12.712059000,13.399495000,15.028225000,17.120010000,19.109676000,20.735067000,21.933922000,22.695686000,23.068924000,23.133049000,22.981989000,22.707952000,22.334208000,21.830536000,21.151257000,20.274815000,19.198811000,17.947094000,16.569414000,15.103924000,13.599526000,12.122909000,10.711296000,9.369941000,8.111606000,6.989022000,6.024028000,5.207630000,4.516316000,3.933774000,3.512444000,3.291746000,3.201079000,3.182623000,3.251262000,3.412637000,3.638517000,3.884739000,4.133865000,4.387331000,4.657882000,4.973716000,5.334668000,5.753973000,6.281518000,6.952539000,7.774877000,8.758050000,9.924418000,11.317613000,13.014462000,15.093109000,17.598375000,20.528830000,23.832151000,27.454103000,31.327208000,35.306980000,39.122330000,42.593761000,45.665291000,48.405495000,50.927025000,53.265770000,55.453308000,57.264233000,58.562866000,59.417595000,59.919106000,60.121284000,59.884853000,59.101704000,57.880554000,56.375763000,54.688103000,52.780418000,50.577942000,48.078777000,45.232082000,41.939064000,38.348877000,34.741825000,31.149385000,27.486010000,23.621899000,19.593525000,15.605166000,11.759840000,8.171675000,5.067405000,2.741155000,1.504811000,1.536542000,2.763052000,4.908943000,7.576245000,10.292132000
8.639421000,10.747521000,12.133226000,12.547761000,12.475639000,12.788818000,13.986588000,15.842743000,17.840919000,19.639460000,21.083357000,22.101400000,22.677557000,22.877298000,22.817009000,22.608072000,22.318705000,21.957668000,21.469566000,20.792412000,19.908823000,18.853180000,17.683121000,16.435505000,15.094139000,13.666027000,12.225000000,10.822894000,9.451242000,8.133956000,6.911956000,5.857489000,5.002243000,4.301096000,3.704585000,3.177027000,2.679117000,2.257592000,1.987186000,1.888105000,1.896021000,1.964745000,2.127265000,2.396905000,2.740636000,3.119168000,3.547293000,4.065460000,4.686142000,5.402791000,6.197921000,7.078973000,8.056441000,9.133183000,10.338697000,11.774450000,13.526789000,15.630026000,18.107227000,20.965046000,24.160450000,27.668875000,31.503775000,35.559364000,39.614246000,43.376011000,46.631611000,49.452557000,52.079510000,54.637543000,56.998020000,58.877377000,60.075184000,60.564117000,60.481850000,60.002258000,59.230556000,58.158199000,56.726280000,54.928749000,52.785770000,50.311256000,47.496490000,44.332981000,40.877728000,37.253857000,33.545761000,29.729626000,25.758961000,21.686108000,17.634996000,13.731550000,10.130980000,7.051789000,4.711813000,3.245390000,2.762316000,3.313584000,4.750185000,6.715126000,8.757962000
8.757962000,10.389537000,11.163916000,11.185071000,11.069399000,11.457456000,12.551483000,14.128543000,15.907957000,17.633631000,19.003992000,19.795385000,20.037411000,19.953897000,19.716627000,19.356167000,18.865673000,18.245245000,17.467573000,16.489702000,15.317296000,13.983334000,12.561197000,11.149389000,9.794294000,8.479762000,7.213939000,6.046822000,5.030849000,4.204154000,3.541860000,2.983496000,2.511040000,2.138125000,1.837164000,1.598873000,1.475412000,1.494072000,1.620474000,1.821115000,2.069823000,2.320347000,2.557443000,2.796754000,3.057044000,3.334333000,3.618357000,3.951830000,4.390613000,4.964886000,5.685214000,6.577336000,7.654320000,8.921466000,10.421123000,12.210395000,14.314806000,16.754900000,19.575712000,22.789490000,26.399412000,30.367056000,34.521206000,38.601948000,42.318729000,45.525837000,48.365704000,51.064796000,53.660736000,55.941757000,57.629253000,58.605892000,58.955704000,58.875046000,58.510841000,57.883587000,56.939045000,55.623886000,53.927441000,51.871517000,49.523819000,46.937817000,44.143795000,41.206890000,38.154572000,34.945065000,31.517811000,27.876354000,24.099205000,20.268013000,16.443192000,12.710644000,9.203627000,6.112417000,3.676243000,2.154600000,1.760104000,2.513813000,4.187109000,6.397928000,8.673144000
8.673144000,10.484928000,11.330966000,11.248190000,10.936264000,11.224188000,12.391087000,14.114259000,15.984005000,17.757904000,19.219889000,20.166819000,20.578493000,20.635475000,20.514688000,20.287184000,19.954931000,19.503639000,18.895563000,18.079044000,17.038738000,15.810843000,14.410443000,12.860436000,11.258578000,9.692139000,8.121161000,6.552058000,5.128651000,3.936744000,2.984518000,2.233987000,1.676800000,1.342684000,1.215030000,1.235649000,1.356884000,1.542323000,1.783517000,2.041661000,2.315447000,2.658272000,3.059572000,3.464972000,3.832396000,4.182691000,4.583552000,5.116826000,5.808546000,6.624047000,7.529427000,8.456849000,9.427740000,10.617846000,12.191718000,14.200006000,16.648254000,19.534925000,22.819302000,26.470022000,30.424696000,34.538078000,38.539551000,42.234451000,45.587170000,48.717777000,51.851494000,55.017429000,57.941715000,60.321022000,62.026646000,63.103123000,63.675800000,63.825603000,63.608253000,63.074905000,62.115868000,60.678467000,58.806080000,56.568920000,54.159924000,51.672653000,49.221123000,46.569588000,43.365433000,39.641991000,35.634888000,31.584450000,27.540751000,23.358122000,18.957897000,14.506879000,10.276935000,6.514531000,3.455117000,1.370166000,0.521503000,1.051980000,2.829361000,5.421671000,8.242159000
6.481456000,9.004383000,11.046128000,12.201447000,12.742822000,13.426428000,14.743936000,16.546661000,18.392893000,19.995016000,21.321655000,22.363050000,23.082283000,23.473089000,23.598570000,23.557219000,23.392487000,23.117722000,22.719046000,22.154419000,21.358278000,20.297016000,19.012318000,17.578394000,16.091402000,14.622707000,13.173028000,11.701350000,10.224465000,8.876298000,7.651351000,6.485188000,5.400195000,4.433553000,3.624047000,3.026251000,2.598358000,2.320877000,2.263555000,2.391696000,2.645994000,2.955309000,3.265641000,3.595151000,3.962159000,4.350967000,4.758165000,5.214945000,5.754922000,6.420498000,7.221257000,8.129964000,9.144150000,10.278986000,11.602562000,13.197102000,15.128130000,17.427975000,20.101435000,23.140182000,26.474497000,29.976604000,33.568645000,37.127201000,40.507011000,43.684143000,46.754765000,49.771679000,52.630802000,55.134239000,57.140335000,58.635761000,59.719063000,60.457737000,60.812988000,60.728138000,60.207344000,59.314877000,58.149204000,56.783798000,55.200176000,53.314091000,51.046535000,48.387730000,45.447189000,42.354492000,39.178726000,35.897144000,32.453197000,28.826256000,25.026684000,21.117579000,17.240950000,13.595203000,10.403644000,7.852116000,6.038858000,5.028187000,4.921714000,5.737008000,7.283783000
7.283783000,9.179155000,10.904334000,12.084687000,12.876418000,13.899833000,15.554989000,17.617371000,19.603151000,21.250412000,22.541426000,23.500389000,24.147717000,24.558020000,24.824186000,24.984068000,24.988995000,24.754047000,24.222832000,23.391281000,22.310942000,21.055946000,19.691689000,18.231312000,16.674892000,15.053281000,13.441189000,11.889090000,10.443035000,9.160110000,8.019526000,6.984776000,6.042960000,5.207151000,4.479978000,3.864542000,3.388204000,3.086268000,2.931935000,2.830511000,2.728048000,2.662638000,2.693172000,2.812727000,2.992753000,3.228060000,3.535135000,3.934680000,4.432091000,5.047128000,5.799294000,6.691627000,7.731905000,8.922581000,10.270923000,11.853248000,13.779812000,16.122185000,18.905176000,22.120493000,25.710808000,29.586468000,33.618362000,37.640682000,41.442993000,44.839710000,47.894737000,50.841431000,53.754269000,56.429131000,58.568615000,60.047798000,60.971409000,61.494976000,61.667114000,61.478077000,60.915051000,59.964394000,58.658340000,57.079010000,55.260895000,53.176445000,50.772587000,48.013294000,44.922085000,41.591347000,38.105358000,34.514610000,30.842554000,27.066353000,23.117535000,19.021200000,14.934608000,11.084301000,7.715890000,5.095179000,3.453942000,2.931472000,3.572260000,5.243526000,7.581800000
7.581800000,10.038767000,11.794113000,12.374713000,12.188635000,12.236265000,13.177505000,14.830990000,16.643335000,18.272070000,19.620789000,20.611502000,21.166687000,21.340954000,21.274868000,21.080196000,20.809227000,20.462450000,20.007755000,19.393711000,18.594723000,17.626093000,16.507744000,15.221324000,13.772759000,12.221512000,10.643133000,9.114940000,7.700780000,6.395234000,5.190063000,4.146562000,3.312416000,2.648051000,2.090326000,1.641494000,1.347442000,1.225576000,1.276199000,1.473003000,1.760410000,2.086897000,2.415740000,2.728435000,3.031213000,3.345359000,3.720092000,4.190709000,4.755292000,5.402567000,6.133475000,6.956970000,7.920099000,9.074121000,10.447451000,12.098311000,14.130439000,16.622421000,19.582596000,22.945175000,26.608408000,30.460146000,34.425419000,38.439545000,42.360920000,45.979465000,49.196224000,52.166176000,55.122696000,58.046848000,60.702034000,62.852798000,64.410622000,65.387230000,65.790405000,65.629189000,64.963371000,63.916039000,62.599895000,61.059998000,59.292038000,57.259727000,54.950058000,52.344028000,49.346924000,45.923283000,42.187954000,38.227570000,34.200222000,30.108099000,25.870548000,21.475750000,16.996834000,12.533278000,8.243538000,4.433056000,1.536254000,0.025608000,0.097345000,1.564959000,3.981775000
11.017830000,12.679871000,13.265019000,13.209768000,13.438097000,14.547534000,16.415241000,18.522608000,20.425011000,21.939198000,23.054743000,23.805311000,24.193340000,24.241022000,24.035885000,23.687334000,23.276602000,22.826452000,22.297340000,21.601210000,20.697550000,19.614214000,18.402739000,17.081953000,15.680898000,14.263347000,12.866264000,11.468167000,10.034264000,8.556807000,7.096219000,5.763592000,4.595465000,3.576445000,2.702305000,1.995645000,1.502169000,1.256213000,1.240333000,1.397851000,1.654085000,1.942047000,2.235139000,2.550676000,2.909391000,3.323919000,3.807240000,4.376414000,5.051950000,5.855218000,6.822198000,7.928639000,9.109246000,10.401301000,11.923294000,13.777092000,15.996353000,18.553446000,21.410795000,24.575500000,28.065826000,31.850004000,35.793293000,39.672615000,43.214962000,46.355934000,49.338215000,52.343349000,55.209934000,57.589962000,59.269817000,60.282330000,60.809074000,61.020496000,60.881462000,60.305668000,59.330803000,58.020985000,56.425167000,54.551426000,52.366470000,49.809952000,46.829220000,43.489601000,39.934631000,36.290634000,32.573051000,28.706678000,24.658871000,20.505699000,16.371130000,12.383423000,8.701144000,5.554274000,3.188424000,1.896037000,1.906568000,3.155677000,5.314040000,7.948058000,10.467381000
